date_sunday,Geography,lowespos.pos_qty,lowespos.sales_lowes_bw,rtop_instapost_o.impressions,rtop_instapost_o.engagement,rtop_instapost_o.likes,rtop_instapost_o.comments,rtop_instapost_o.direct_message,rtop_instapost_o.saves,rtop_instapost_o.views,rtop_instapost_o.hashtags,rtop_instapost_o.follows,rtop_instastory_o.impressions,rtop_instastory_o.clicks,rtop_instastory_o.interactions,rtop_twitterpost_o.impressions,rtop_twitterpost_o.engagement,rtop_twitterpost_o.likes,rtop_twitterpost_o.replies,rtop_twitterpost_o.retweets,rtop_twitterpost_o.clicks,rtop_twitterpost_o.views,rtop_fbpost_o.impressions,rtop_fbpost_o.engagements,rtop_fbpost_o.likes,rtop_fbpost_o.comments,rtop_fbpost_o.shares,rtop_fbpost_o.clicks,rtop_fbpost_o.video_views,fbadman_fbads_p.impressions,fbadman_fbads_p.reach,fbadman_fbads_p.amount_spent_usd,fbadman_fbads_p.clicks,fbadman_fbads_p.landing_page_views,merkle_email_p.n_sent,merkle_email_p.n_clicks,merkle_email_p.n_unsub,merkle_email_p.n_bounces,merkle_email_p.n_opens,GA_search_p.newUsers,GA_search_p.organicSearches,GA_search_p.sessions,GA_search_p.hits,GA_search_p.impressions,GA_search_p.adClicks,GA_search_p.adCost,GA_search_p.bounceRate,lowes_comaek_p.BANNER AD ON CATEGORY PAGE_impr,lowes_comaek_p.BANNER AD ON LOWES.COM_impr,lowes_comaek_p.BANNER AD ON LOWESFORPROS.COM_impr,lowes_comaek_p.CATEGORY BANNER AD ON LOWES.COM_impr,lowes_comaek_p.CATEGORY LEVEL SEARCH_impr,lowes_comaek_p.CATEGORY TEXT_impr,lowes_comaek_p.DIGITAL RETARGETING_impr,lowes_comaek_p.DISPLAY_impr,lowes_comaek_p.DISPLAY RETARGETING_impr,lowes_comaek_p.DIY EMAIL_impr,lowes_comaek_p.DIY RADIO_impr,lowes_comaek_p.EMAIL_impr,lowes_comaek_p.EVENT SIGNAGE_impr,lowes_comaek_p.FLIPP_impr,lowes_comaek_p.HOME PAGE BANNER AD ON LOWESFORPROS.COM_impr,lowes_comaek_p.PRO EMAIL_impr,lowes_comaek_p.PRO RADIO_impr,lowes_comaek_p.SEARCH_impr,lowes_comaek_p.SHOPPING SEARCH ADS_impr,lowes_comaek_p.SOCIAL_impr,lowes_comaek_p.STREAMING AUDIO_impr,lowes_comaek_p.TAB_impr,corp_gum_social.views,corp_gum_social.engagements,corp_gum_broadcast.exposures,corp_gum_broadcast.duration,corp_mlb_broadcast.exposures,corp_mlb_social.total_likes,corp_mlb_social.total_comments,corp_mlb_social.total_shares,ext.avg_weekly_wage_rate,ext.inflation_rate_All_Urban_Consumers_Chained_CPI,ext.no_of_holidays,ext.Active_covid_cases,ext.Confirmed_covid_cases,ext.covid_Deaths,ext.covid_Recoveries,lowes_prom.rsa_nlp,lowes_prom.rsa_bogo,lowes_prom.rsa_dotd,lowes_prom.rsa_spv,lowes_prom.rsa_other,lowes_prom.rsa_pcr,lowes_prom.rsa_blanket,lowes_prom.rsa_rsa,unempl_rate,rtop_instapost_o.impressions_adstock,rtop_twitterpost_o.impressions_adstock,rtop_instapost_o.impressions_saturated,rtop_twitterpost_o.impressions_saturated,rtop_instapost_o.impressions_lag1,rtop_instapost_o.impressions_lag2,rtop_twitterpost_o.impressions_lag1,rtop_twitterpost_o.impressions_lag2
22-09-2019,Europe,614245.0,13039878.9,-0.6402717349938054,2884,2778,36,32,38,0,2239,6,0,0,0,-0.23080087836681165,354,56,0,7,14,0,33416,106,86,18,2,25,0,994587,475320,4241.72,6054,2169,354837,10100,236,1091,69944,65114,42724,88629,282716,37385,6344,2676.63,0.506938329,0,0.0,0,0,0,0,353846.1538,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,3290048.0,65407.5,0,0,716,0,0,0,1017.0,0.027703133,0,0,0,0,0,7526.538462,9434.13986,0.0,0.0,212002.8748,327426.9793,0.0,14055.41538,3.5,326162.79523130506,41580.064795851074,571.1066408572965,203.9119044976312,143455.0,164905.0,17788.0,14179.0
29-09-2019,North America,614203.0,14865751.59,-0.269597667052848,3679,3495,80,25,79,7929,2836,16,0,0,0,-0.10376017638949037,469,128,3,20,36,753,0,0,0,0,0,0,0,1891419,1322770,11376.37,50205,44809,639963,23457,261,4479,119578,108695,42201,149282,411921,26433,5163,1137.09,0.609993607,0,0.0,0,0,0,0,353846.1538,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,2685571.0,74988.0,2,15,196,0,0,0,1017.0,0.027703133,0,0,0,0,0,7526.538462,9434.13986,0.0,0.0,242648.463,384403.9676,0.0,15476.00362,3.5,316485.67713878304,52755.03887751064,562.5705974709157,229.6846509401763,99368.0,143455.0,8557.0,17788.0
10-06-2019,South America,601960.0,14125801.53,-1.2102653134176735,1656,1609,15,9,23,0,440,2,53620,3,88,-0.20097766110782386,227,51,5,8,2,0,0,0,0,0,0,0,0,1975373,1377247,10681.7,46088,39429,361932,11242,277,746,80372,96599,41749,129261,344462,23467,4835,1233.01,0.62386028,0,194000.0,0,0,0,0,353846.1538,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,427713.0,11223.0,0,0,0,0,0,0,1092.037736,0.13916969,0,0,0,0,0,7526.538462,9434.13986,0.0,0.0,226496.6168,384403.9676,0.0,18833.90362,3.6,256321.4062832698,44729.02332650639,506.2819434695156,211.4923717927112,120788.0,99368.0,27807.0,8557.0
13-10-2019,Africa,615254.0,14622013.05,0.6253327448783664,6898,6280,72,229,317,0,1008,44,0,0,0,-0.13950316038477203,483,95,4,11,20,0,63311,219,170,41,8,25,0,2105636,1509057,11500.41,46026,39556,130751,7852,137,360,42355,97712,43023,131627,358336,26960,5659,1165.42,0.606890413,0,194000.0,0,0,0,0,353846.1538,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,70762.0,6143.0,0,0,0,0,0,0,1092.037736,0.13916969,1,0,0,0,0,7526.538462,9434.13986,0.0,0.0,226496.6168,384403.9676,0.0,18833.90362,3.6,326295.84376996185,49228.41399590383,571.2231120761501,221.87477097656648,66430.0,120788.0,13076.0,27807.0
20-10-2019,Asia,629823.0,15145904.05,-0.3806441420284373,3283,3123,61,14,85,5723,4156,5,31114,29,158,-0.18782482375505496,267,71,2,9,13,1239,89181,411,342,50,19,78,6881,2157794,1531422,12696.8,48385,40210,359619,9168,281,938,67499,100645,44398,134993,360888,36652,4126,1669.04,0.615530654,0,194000.0,0,0,0,0,353846.1538,0.0,0,16500000.0,0,0,0.0,376000,0,0,0,0.0,0,0,0.0,376000,0.0,0.0,0,0,0,0,0,0,1092.037736,0.13916969,0,0,0,0,0,8514.038462,91811.13986,0.0,0.0,274044.1168,384403.9676,0.0,18833.90362,3.6,310148.50626197713,44606.0483975423,556.9097828750876,211.20144033017934,172503.0,66430.0,22391.0,13076.0
27-10-2019,Europe,620220.0,14628527.29,1.636120434347616,10561,9844,199,295,223,0,5011,38,0,0,0,-0.09334613858584294,1234,185,13,31,39,0,233988,5477,4283,638,556,363,0,2019950,1447620,12085.03,42845,33046,4840,1182,79,152,9614,87953,43371,116791,310365,56032,3188,2800.03,0.61418026,0,194000.0,0,0,0,0,353846.1538,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,373310.0,4746.0,14,111,0,0,0,0,1092.037736,0.13916969,0,0,0,0,0,124045.5769,205582.019,0.0,0.0,806924.1609,477252.491,0.0,37579.54003,3.6,417002.10375718627,56148.62903852538,645.757000548338,236.9570193907017,114371.0,172503.0,15069.0,22391.0
11-03-2019,North America,614531.0,14836641.29,-1.1033547442421725,2179,2091,34,13,41,0,253,0,104855,60,398,-0.20481857999357977,365,53,4,3,9,0,41491,213,180,27,6,109,0,2518652,1704159,12247.58,44249,33133,721387,16301,295,1350,112291,99354,48777,134520,369907,71017,3989,3597.33,0.591995508,0,0.0,0,0,0,0,0.0,0.0,0,18000000.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,11000000,104111.0,2294.0,0,0,0,0,0,0,1092.037736,-0.076748093,0,0,0,0,0,116519.0385,113770.8791,0.0,0.0,591400.445,286904.7603,0.0,23524.12465,3.8,322809.26225431176,46183.17742311523,568.163059565044,214.90271618366117,230913.0,114371.0,29385.0,15069.0
11-10-2019,South America,661989.0,16083165.34,0.09228543793227348,5477,5128,35,76,238,0,1640,9,0,0,0,-0.15330934991913858,862,83,0,6,8,513,15655,88,72,9,7,25,3519,2739396,1740092,12860.55,45520,35420,425794,12712,254,1071,66278,100198,50625,136171,374835,49520,3392,2988.13,0.584986727,0,0.0,0,0,0,0,0.0,0.0,0,17666666.67,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,35229.0,1692.0,0,0,0,0,0,0,1092.037736,-0.076748093,1,0,0,0,0,116519.0385,113770.8791,0.0,0.0,599335.8995,286904.7603,0.0,33874.12465,3.6,335385.55735258706,48008.90645386914,579.1248201835136,219.10934816631885,72608.0,230913.0,12494.0,29385.0
17-11-2019,Africa,672421.0,17167066.6,-0.6319826183484404,2764,2691,27,14,32,0,1325,5,8204,10,42,-0.2584990511563606,176,16,1,0,0,0,67792,220,186,22,12,67,0,2490458,1513342,12167.45,39790,32476,5242,3194,110,288,16194,92496,49189,126064,353688,47801,3617,3113.64,0.579575624,0,0.0,0,0,0,0,0.0,0.0,0,17666666.67,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,9065.0,426.0,0,0,0,0,0,0,1092.037736,-0.076748093,0,0,0,0,0,116671.5385,113770.8791,0.0,0.0,842503.8995,286904.7603,0.0,46402.12465,3.6,301078.33441155223,33165.34387232148,548.7060546518073,182.1135466469243,141700.0,72608.0,20299.0,12494.0
24-11-2019,Asia,671277.0,17200079.56,-0.2320284139482813,3637,3460,37,76,64,0,304,9,34642,38,86,-0.230068331981384,296,50,1,5,28,0,44991,217,195,15,7,0,0,2188392,1273792,12017.77,35741,29566,1072640,30359,487,2821,170141,111951,58839,154754,455251,50554,3989,3436.48,0.549335078,0,0.0,0,0,0,0,0.0,0.0,0,0.0,130500000,0,0.0,0,0,0,0,0.0,0,0,0.0,0,195.3333333,6.666666667,0,0,0,0,0,0,1092.037736,-0.076748093,1,0,0,0,0,226671.5385,113770.8791,0.0,0.0,1662809.038,277571.427,0.0,356042.1246,3.6,303606.00064693135,28567.206323392886,551.0045377734482,169.0183609061243,99847.0,141700.0,4360.0,20299.0
12-01-2019,Europe,984270.0,33035466.62,0.5124000199772138,6462,5430,557,298,177,6950,3834,110,38066,296,370,0.007593473712501445,2431,457,430,143,133,797,122174,2828,1502,1145,181,247,7736,1087242,785957,7106.74,21195,17859,1095113,35856,572,2776,186314,102278,57313,143253,467947,58811,4300,3767.15,0.511340326,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,11000000,126701.0,3456.0,0,0,0,0,0,0,1092.037736,-0.184752072,0,0,0,0,0,227838.2051,113770.8791,0.0,0.0,1623581.538,307654.7603,0.0,345692.1246,4.0,348140.6003881588,61820.323794035736,590.0344061054057,248.63693167756824,122959.0,99847.0,8668.0,4360.0
12-08-2019,North America,797164.0,25840744.12,0.743110882432342,8803,7634,423,402,344,0,2964,33,80927,439,645,0.09225867712377703,1532,102,4,18,7,0,81286,1312,771,458,83,80,0,1223072,804351,8197.01,21117,17396,369593,14845,332,5881,84373,86611,50689,117887,383283,56025,3946,3524.78,0.513177466,0,0.0,0,0,0,0,0.0,0.0,0,0.0,130500000,0,0.0,95000000,0,0,0,0.0,0,0,0.0,0,253977.0,15965.0,0,0,0,0,0,0,1092.037736,-0.184752072,0,0,0,0,0,117533.2051,113770.8791,0.0,0.0,1021293.538,307654.7603,0.0,29164.12465,3.7,388193.36023289524,94601.19427642145,623.051651336304,307.5730714422533,165977.0,122959.0,44680.0,8668.0
15-12-2019,South America,805999.0,25187915.6,0.4469004239381605,5685,5236,215,90,144,0,3424,20,23825,69,157,-0.24399331282149558,385,37,5,3,7,0,109961,919,559,321,39,227,0,783891,598108,4915.28,15538,11664,735262,14848,377,1598,116852,75960,46123,103310,339511,51366,3593,3240.06,0.496675967,0,0.0,0,0,0,0,0.0,0.0,0,17666666.67,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,1301671.0,14705.0,0,0,0,0,0,0,1092.037736,-0.184752072,0,0,0,0,0,117533.2051,113770.8791,0.0,0.0,802543.5384,307654.7603,0.0,29164.12465,3.6,395108.0161397371,63318.71656585287,628.5761816516253,251.63210559436342,179309.0,165977.0,57509.0,44680.0
22-12-2019,Africa,901569.0,29068196.98,-0.9828251045032009,3229,3004,44,83,98,15117,0,9,0,0,0,-0.2548627172971656,204,25,3,3,12,0,147851,1434,1341,82,11,111,49220,455103,315568,2115.65,7512,4046,6676,1477,134,161,13978,65624,47283,87787,292318,47706,3856,3289.63,0.484865638,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,811119.0,23655.0,0,0,0,0,0,0,1092.037736,-0.184752072,1,0,0,0,0,117533.2051,113770.8791,0.0,0.0,742453.5384,298904.7603,0.0,29164.12465,3.6,316637.80968384224,42902.22993951172,562.7057931848954,207.1285348268358,162192.0,179309.0,6558.0,57509.0
29-12-2019,Asia,881039.0,30572803.32,-1.616449334085748,2072,1964,18,64,26,0,807,2,192285,95,510,0.08329653305701328,946,110,8,5,3,0,0,0,0,0,0,0,0,180193,143520,661.92,3042,1092,743647,25025,429,1497,136502,70446,48922,95210,325936,29751,2214,1911.55,0.479474627,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,104224.0,2153.0,0,0,0,0,0,0,1092.037736,-0.184752072,1,0,0,0,0,116366.5385,113770.8791,0.0,0.0,650334.332,277571.427,0.0,29164.12465,3.6,232940.68581030532,81892.33796370703,482.63929161466467,286.16837345120274,79573.0,162192.0,4911.0,6558.0
01-05-2020,Europe,656373.0,18206326.3,0.29046281543273306,7450,6819,112,191,328,0,4837,107,58096,33,154,-0.2363510721518988,142,18,0,1,4,0,47653,120,91,11,18,0,0,1187761,823039,3982.87,22000,14054,4974,4071,150,190,30386,70278,44803,97303,304627,6268,478,436.53,0.514195896,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,146730.0,1251.0,0,0,0,0,0,0,1108.433962,0.386132505,0,0,0,0,0,115379.0385,113770.8791,0.0,0.0,473721.3908,219553.1095,0.0,20390.79131,13.3,292916.4114861832,56851.40277822422,541.2175269576763,238.43532200205618,42958.0,79573.0,56151.0,4911.0
01-12-2020,North America,595374.0,14456162.36,0.3269764607807919,7838,7341,100,69,328,4588,7809,57,25882,49,82,-0.1861419469236671,343,56,3,10,38,784,102019,908,796,74,38,482,5123,2613946,1585589,7863.73,29489,19611,375945,9809,183,778,67856,77562,45089,106974,330947,7940,609,413.38,0.516365543,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,93062.0,1886.0,0,0,0,0,0,0,1108.433962,0.386132505,0,0,0,0,0,115379.0385,113770.8791,0.0,0.0,473721.3908,281144.0186,0.0,20390.79131,6.7,331011.8468917099,49434.84166693453,575.3362902613652,222.33947392879773,153152.0,42958.0,7716.0,56151.0
19-01-2020,South America,567456.0,13137578.97,-0.3708148763612822,5687,5352,61,49,225,0,4637,33,27217,13,53,-0.24269980749227194,162,24,1,4,11,0,47534,350,322,16,12,63,0,4545242,2075006,13090.25,30494,20482,375349,11646,238,759,84062,77678,44125,108751,344139,10236,762,525.46,0.524152811,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,318557.0,3858.0,0,0,0,0,0,0,1108.433962,0.386132505,1,0,0,0,0,115379.0385,113770.8791,0.0,0.0,473721.3908,281144.0186,0.0,20390.79131,3.5,313546.10813502595,36414.90500016072,559.9518801959914,190.82689799962876,155262.0,153152.0,15324.0,7716.0
26-01-2020,Africa,547473.0,12872703.93,-0.8891009797614537,3129,2953,41,25,110,11064,3177,10,12968,0,128,-0.2126984032746666,151,42,0,2,25,598,29256,155,134,15,6,105,5864,4089860,2531901,13862.07,43866,32150,712786,16554,310,5424,119515,95468,43237,131307,386555,178872,9216,16883.41,0.551575388,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,5641.0,892.0,0,0,0,0,0,0,1108.433962,0.386132505,0,0,0,0,0,119317.5,113770.8791,4730.0,0.0,655033.1201,290959.4032,0.0,20390.79131,3.5,273116.66488101555,33148.943000096435,522.6056494920578,182.06851183028996,114939.0,155262.0,6754.0,15324.0
02-02-2020,Asia,550775.0,12959514.66,-1.19745957997807,2567,2415,30,76,46,9297,2050,12,0,0,0,-0.10953475375209587,452,83,5,2,4,1552,113041,431,392,24,15,21,25985,2224965,1597819,7988.2,42274,30672,227291,7564,185,986,50990,88666,45488,123293,378327,98392,7962,5352.26,0.531398338,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,456274.0,10130.0,0,0,0,0,0,0,1108.433962,0.272774985,0,0,0,0,0,144379.2949,87103.57143,4730.0,0.0,485765.4454,161817.7568,0.0,0.0,3.5,231039.99892860933,46821.36580005786,480.6662032311085,216.38245261586684,84989.0,114939.0,11300.0,6754.0
02-09-2020,Europe,542509.0,12865499.02,-1.1503725520197439,2368,2156,25,59,128,0,537,8,37275,368,545,-0.13458652023032505,1086,116,2,17,37,0,98715,440,370,43,27,525,0,2845187,2093001,12328.99,53940,43525,603300,15522,331,1832,105975,105055,44611,145921,434071,138332,12992,5414.16,0.534083882,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,191370.0,3661.0,0,0,0,0,0,0,1108.433962,0.272774985,0,0,0,0,0,144379.2949,0.0,4730.0,0.0,485765.4454,163007.8401,0.0,0.0,7.8,208514.9993571656,51228.81948003471,456.63442638194243,226.33784367629445,67170.0,84989.0,26932.0,11300.0
16-02-2020,North America,548681.0,13341601.87,0.5908610948625688,7773,7353,108,76,236,0,2818,30,0,0,0,-0.2872729452146007,0,0,0,0,0,0,0,0,0,0,0,0,0,2105265,1581000,7915.65,37305,26812,11348,2455,95,348,18207,87356,47047,122597,387853,147673,13885,5632.94,0.51091044,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,1141959.0,21773.0,0,0,0,0,0,0,1108.433962,0.272774985,1,0,0,0,0,148279.2949,0.0,32782.5,0.0,488432.1121,103579.2687,0.0,0.0,3.5,295619.99961429933,30737.291688020825,543.7094808942542,175.32053983495723,69891.0,67170.0,23136.0,26932.0
23-02-2020,South America,568394.0,13909579.44,-0.5444883098746084,5372,5084,49,66,173,3400,7,5,51637,72,216,-0.19231909482240853,537,73,3,9,25,537,66793,275,229,28,18,57,4274,3514634,2738672,16354.7,48196,36879,452974,17729,230,1334,109867,105571,48938,146473,468190,443013,12623,7523.27,0.505988015,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,675588.0,14713.0,0,0,0,0,0,0,1108.433962,0.272774985,0,0,0,0,0,154763.0449,0.0,32782.5,0.0,548482.8621,103579.2687,0.0,0.0,3.5,282274.9997685796,32830.375012812496,531.2955860616382,181.19154233245132,170511.0,69891.0,0.0,23136.0
03-01-2020,Africa,599396.0,15083017.87,-0.958251940335313,3265,3094,85,19,67,0,442,3,23738,9,55,-0.22320483431611574,211,34,2,6,23,0,66094,593,486,82,25,117,0,1874881,1319841,7378.24,26008,18917,405215,15207,299,908,103340,90301,49760,127432,410018,687649,10074,5990.74,0.50991134,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,319060.0,8703.0,0,0,0,0,0,0,1108.433962,-0.265146037,0,0,0,0,0,201119.6282,0.0,32782.5,0.0,745499.5032,111722.1258,0.0,0.0,3.5,250357.99986114775,29406.225007687495,500.3578717889304,171.4824335250917,104903.0,170511.0,14388.0,0.0
03-08-2020,Asia,647587.0,16424957.13,0.9396442806398795,9989,9228,133,183,445,0,2498,83,36723,21,98,-0.17589949656165135,289,46,1,5,18,0,51446,313,277,23,13,84,0,1707702,1170851,6747.05,22268,19416,370486,9450,183,3311,74824,85514,49541,120102,392887,592893,10189,4647.74,0.507867709,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,240102.0,2336.0,0,0,0,0,0,0,1108.433962,-0.265146037,0,0,0,0,0,196619.6282,0.0,32782.5,0.0,734377.5032,111722.1258,0.0,0.0,8.4,340880.79991668864,34519.73500461249,583.8499806600054,185.79487346160144,80993.0,104903.0,9708.0,14388.0
15-03-2020,Europe,639289.0,15950450.65,-1.3772763045333682,1713,1640,20,10,43,0,1403,5,24826,37,86,-0.25133197570974397,68,12,0,0,15,706,34115,60,49,9,2,101,9184,2185391,1481118,7243.19,26202,22241,405060,11087,219,739,111196,88188,48001,122442,401735,537802,9840,4506.57,0.519746485,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,13060.0,338.0,0,0,0,0,0,0,1108.433962,-0.265146037,0,0,0,0,0,210296.2949,0.0,32782.5,0.0,752904.1699,119301.0732,0.0,0.0,4.4,261307.4799500132,26157.841002767495,511.18243313910267,161.73385855400684,190666.0,80993.0,16876.0,9708.0
22-03-2020,North America,606205.0,15349990.69,-0.35224656287385697,4928,4733,76,22,97,9984,2443,10,0,0,0,-0.23030591459287406,84,18,1,0,6,0,62600,188,158,24,6,33,6638,2213412,1412540,7056.74,24208,21161,648477,17993,271,1557,104090,100030,61777,136506,464597,585001,11338,4693.9,0.502648349,0,0.0,0,0,0,0,0.0,10276932.0,0,0.0,0,0,8793879.0,0,0,0,0,0.0,0,0,6591096.0,0,335259.0,6663.0,0,0,0,0,0,0,1108.433962,-0.265146037,0,0,0,0,0,271758.0449,0.0,35582.5,0.0,888865.9199,119301.0732,0.0,0.0,4.4,272796.48797000793,24326.704601660495,522.2992322127307,155.9702042111265,56779.0,190666.0,5446.0,16876.0
29-03-2020,South America,623846.0,16296102.06,0.07439202120720578,4787,4555,65,41,126,6706,4182,17,94443,251,475,-0.15581716637375584,486,67,5,4,30,0,79929,298,255,31,12,0,88,2007481,1399905,5853.84,32269,25456,815134,16672,363,940,142279,126442,76857,172287,574472,568511,12847,4899.29,0.522001507,0,0.0,0,0,0,0,0.0,10276932.0,0,0.0,0,0,8793879.0,0,0,0,0,0.0,0,0,6591096.0,0,1452226.25,11480.5,0,0,0,0,0,0,1108.433962,-0.265146037,0,0,0,0,0,281758.0449,0.0,32782.5,0.0,1143540.92,153342.2497,0.0,15230.76923,4.4,304343.8927820048,34515.0227609963,551.6737194955047,185.78219172190938,116012.0,56779.0,8632.0,5446.0
04-05-2020,Africa,654146.0,18308122.25,1.1989603827918518,8963,8501,114,97,251,0,3604,47,24684,19,124,-0.19817286638884404,432,50,4,9,15,0,174577,1032,879,110,43,44,15257,1884474,1094197,3450.39,10864,3359,759672,17316,365,716,121336,129681,94277,173750,622536,519598,12183,3368.23,0.472182299,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,244032.5,2366.5,0,0,0,0,0,0,1100.962264,-0.798243312,0,0,0,0,0,295509.0449,0.0,4730.0,0.0,999125.1643,60842.24968,0.0,15230.76923,13.3,388257.33566920285,34210.013656597774,623.1029896166466,184.95949193430914,140666.0,116012.0,19919.0,8632.0
04-12-2020,Asia,650334.0,19481867.19,-0.35181393674414063,4842,4629,67,22,124,10452,3078,15,47248,23,207,-0.2872729452146007,0,0,0,0,0,0,99154,305,265,32,8,240,10885,2327913,1310206,5259.19,14404,8340,1028664,24568,421,842,165284,147421,105097,200914,691833,523035,14946,3074.49,0.468499031,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,218437.0,3678.0,0,0,0,0,0,0,1100.962264,-0.798243312,0,224041,241712,17671,23887,295509.0449,0.0,4730.0,0.0,1022593.523,60842.24968,0.0,17250.0,6.7,348991.4014015217,20526.008193958663,590.7549419188313,143.26900639691289,205651.0,140666.0,13501.0,19919.0
19-04-2020,Europe,706727.0,22543727.56,0.8334951334526791,10775,9935,118,231,491,0,5653,41,61113,376,489,0.07761434893220945,2773,133,10,9,112,342,269106,1124,933,131,60,602,3777,2507927,1543553,8164.07,19296,13151,412160,13857,297,547,94776,159565,114206,215436,745107,561842,15484,2908.43,0.461835682,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,82962.0,3194.0,0,0,0,0,0,0,1100.962264,-0.798243312,0,250179,271590,21411,99079,292459.0449,0.0,4730.0,0.0,769768.5233,60742.24968,0.0,17250.0,14.8,393926.840840913,67605.6049163752,627.6359142376359,260.010778461923,116037.0,205651.0,0.0,13501.0
26-04-2020,North America,883241.0,27125660.67,0.3297452680109765,6051,5832,71,43,105,4751,3845,5,29726,46,124,-0.1534809373607703,438,29,1,1,5,289,96221,425,365,46,14,80,5030,1208222,805527,3191.08,8827,5668,413345,14030,271,458,98977,158367,117871,212421,720508,541044,14923,2655.67,0.46977148,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,25116.0,1767.0,0,0,0,0,0,0,1100.962264,-0.798243312,0,276214,308314,24039,120720,561270.45,6600.0,189230.0,0.0,1393238.026,161124.0651,0.0,17250.0,14.8,391778.1045045478,60836.36294982512,625.9218038258036,246.65028471466462,184532.0,116037.0,55290.0,0.0
05-03-2020,South America,953369.0,29668461.31,1.025667660272676,10082,9309,220,203,350,27722,4640,48,124859,11,188,-0.0887396757297302,1015,85,5,7,19,505,202250,878,725,116,37,327,19336,2426416,1416679,7790.55,28566,25944,324331,13554,351,834,89243,181434,122682,248751,889399,941976,17194,4034.36,0.475664245,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,656524.0,11344.0,0,0,0,0,0,0,1100.962264,-0.03271568,0,247786,330407,26243,58950,420846.6485,6600.0,184500.0,0.0,1077428.504,151308.6805,0.0,17250.0,4.4,430703.86270272866,66584.81776989507,656.2803232634121,258.0403413613753,155422.0,184532.0,20273.0,55290.0
05-10-2020,Africa,1012888.0,31750536.5,0.5362809823375557,9649,7474,1775,193,207,3595,778,96,28059,14,80,-0.030558333982609955,2235,193,172,24,179,422,200947,3607,1564,1910,133,885,3634,2028764,1217442,7251.86,23707,16526,272449,9999,264,572,74626,169075,119302,226950,835856,1152250,17005,4116.29,0.460590453,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,107742.0,4034.0,2,6,0,0,0,0,1100.962264,-0.03271568,0,257633,345813,27878,60302,352995.1106,6600.0,184500.0,0.0,1107592.416,147808.6805,0.0,17250.0,6.9,425779.3176216372,78849.89066193704,652.5176760989982,280.8022269533079,195637.0,155422.0,30083.0,20273.0
